"marker";"chrom";"loc"
"IWA1156";"IWA1156";"7A";126799
"IWA1524";"IWA1524";"7A";126799
"IWA1760";"IWA1760";"7A";126799
"IWA2042";"IWA2042";"7A";126799
"IWA208";"IWA208";"7A";126799
"IWA2082";"IWA2082";"7A";126799
"IWA305";"IWA305";"7A";126799
"IWA334";"IWA334";"7A";126799
"IWA5844";"IWA5844";"7A";126799
"IWA486";"IWA486";"7A";127068
"IWA6028";"IWA6028";"7A";127068
"IWA8122";"IWA8122";"7A";127068
"IWA7855";"IWA7855";"7A";127654
"IWA1842";"IWA1842";"7A";127753
"IWA3900";"IWA3900";"7A";127753
"IWA4043";"IWA4043";"7A";127753
"IWA5644";"IWA5644";"7A";127753
"IWA5645";"IWA5645";"7A";127753
"IWA5841";"IWA5841";"7A";127753
"IWA5895";"IWA5895";"7A";127753
"IWA797";"IWA797";"7A";127753
"IWA7472";"IWA7472";"7A";127971
"IWA4817";"IWA4817";"7A";128199
"IWA796";"IWA796";"7A";128373
"IWA1277";"IWA1277";"7A";130273
"IWA1554";"IWA1554";"7A";130273
"IWA2250";"IWA2250";"7A";130273
"IWA246";"IWA246";"7A";130273
"IWA3232";"IWA3232";"7A";130273
"IWA3318";"IWA3318";"7A";130273
"IWA4166";"IWA4166";"7A";130273
"IWA497";"IWA497";"7A";130273
"IWA5867";"IWA5867";"7A";130273
"IWA6936";"IWA6936";"7A";130273
"IWA759";"IWA759";"7A";130273
"IWA7769";"IWA7769";"7A";130273
"IWA4277";"IWA4277";"7A";131257
"IWA1832";"IWA1832";"7A";131564
"IWA1834";"IWA1834";"7A";131564
"IWA4601";"IWA4601";"7A";131564
"IWA4637";"IWA4637";"7A";131564
"IWA4638";"IWA4638";"7A";131564
"IWA4639";"IWA4639";"7A";131564
"IWA7293";"IWA7293";"7A";131564
"IWA8098";"IWA8098";"7A";131564
"IWA7430";"IWA7430";"7A";133528
"IWA7718";"IWA7718";"7A";133528
"IWA1761";"IWA1761";"7A";134176
"IWA4996";"IWA4996";"7A";134176
"IWA5207";"IWA5207";"7A";134176
"IWA5434";"IWA5434";"7A";134176
"IWA7088";"IWA7088";"7A";134176
"IWA7089";"IWA7089";"7A";134176
"IWA7770";"IWA7770";"7A";134176
"IWA3701";"IWA3701";"7A";135126
"IWA1946";"IWA1946";"7A";135538
"IWA2385";"IWA2385";"7A";135538
"IWA4062";"IWA4062";"7A";135538
"IWA4411";"IWA4411";"7A";135538
"IWA4672";"IWA4672";"7A";135538
"IWA4735";"IWA4735";"7A";135538
"IWA689";"IWA689";"7A";135538
"IWA7660";"IWA7660";"7A";135538
"IWA7749";"IWA7749";"7A";135538
"IWA7917";"IWA7917";"7A";135538
"IWA8115";"IWA8115";"7A";135538
"IWA8248";"IWA8248";"7A";135538
"IWA1945";"IWA1945";"7A";135616
"IWA1418";"IWA1418";"7A";135807
"IWA1491";"IWA1491";"7A";135807
"IWA1802";"IWA1802";"7A";135807
"IWA1871";"IWA1871";"7A";135807
"IWA2381";"IWA2381";"7A";135807
"IWA2437";"IWA2437";"7A";135807
"IWA2569";"IWA2569";"7A";135807
"IWA3082";"IWA3082";"7A";135807
"IWA3668";"IWA3668";"7A";135807
"IWA3693";"IWA3693";"7A";135807
"IWA3694";"IWA3694";"7A";135807
"IWA3863";"IWA3863";"7A";135807
"IWA4109";"IWA4109";"7A";135807
"IWA448";"IWA448";"7A";135807
"IWA476";"IWA476";"7A";135807
"IWA477";"IWA477";"7A";135807
"IWA4818";"IWA4818";"7A";135807
"IWA4845";"IWA4845";"7A";135807
"IWA5622";"IWA5622";"7A";135807
"IWA5860";"IWA5860";"7A";135807
"IWA6124";"IWA6124";"7A";135807
"IWA6183";"IWA6183";"7A";135807
"IWA633";"IWA633";"7A";135807
"IWA635";"IWA635";"7A";135807
"IWA6866";"IWA6866";"7A";135807
"IWA6940";"IWA6940";"7A";135807
"IWA707";"IWA707";"7A";135807
"IWA7432";"IWA7432";"7A";135807
"IWA7554";"IWA7554";"7A";135807
"IWA7651";"IWA7651";"7A";135807
"IWA7724";"IWA7724";"7A";135807
"IWA7755";"IWA7755";"7A";135807
"IWA7756";"IWA7756";"7A";135807
"IWA7792";"IWA7792";"7A";135807
"IWA788";"IWA788";"7A";135807
"IWA7990";"IWA7990";"7A";135807
"IWA808";"IWA808";"7A";135807
"IWA8171";"IWA8171";"7A";135807
"IWA2954";"IWA2954";"7A";135858
"IWA6004";"IWA6004";"7A";136168
"IWA2011";"IWA2011";"7A";136266
"IWA1110";"IWA1110";"7A";136427
"IWA4288";"IWA4288";"7A";136427
"IWA7933";"IWA7933";"7A";136427
"IWA810";"IWA810";"7A";136427
"IWA6562";"IWA6562";"7A";138848
"IWA2775";"IWA2775";"7A";140932
"IWA2776";"IWA2776";"7A";140932
"IWA1031";"IWA1031";"7A";148431
"IWA1032";"IWA1032";"7A";148431
"IWA5489";"IWA5489";"7A";148431
"IWA614";"IWA614";"7A";148431
"IWA7074";"IWA7074";"7A";148431
"IWA5912";"IWA5912";"7A";152783
"IWA5913";"IWA5913";"7A";152783
"IWA7409";"IWA7409";"7A";152783
"IWA6680";"IWA6680";"7A";156229
"IWA4910";"IWA4910";"7A";158848
"IWA4911";"IWA4911";"7A";158848
"IWA7406";"IWA7406";"7A";162431
"IWA3128";"IWA3128";"7A";164287
"IWA4620";"IWA4620";"7A";164287
"IWA5167";"IWA5167";"7A";164287
"IWA4187";"IWA4187";"7A";178423
"IWA4483";"IWA4483";"7A";178423
"IWA3367";"IWA3367";"7A";180204
"IWA7884";"IWA7884";"7A";180204
"IWA4993";"IWA4993";"7A";189303
"IWA4438";"IWA4438";"7A";199639
"IWA4594";"IWA4594";"7A";208714
"IWA4595";"IWA4595";"7A";208714
"IWA6115";"IWA6115";"7A";208714
"IWA4887";"IWA4887";"7A";211003
"IWA866";"IWA866";"7A";212369
"IWA4177";"IWA4177";"7A";212661
"IWA4364";"IWA4364";"7A";212661
"IWA4434";"IWA4434";"7A";212661
"IWA8057";"IWA8057";"7A";212661
"IWA3371";"IWA3371";"7A";216281
"IWA795";"IWA795";"7A";219588
"IWA6576";"IWA6576";"7A";222404
"IWA5904";"IWA5904";"7A";224696
"IWA7005";"IWA7005";"7A";226072
"IWA501";"IWA501";"7A";228371
"IWA5873";"IWA5873";"7A";230397
"IWA6833";"IWA6833";"7A";230397
"IWA1525";"IWA1525";"7B";13706
"IWA1181";"IWA1181";"7B";29486
"IWA1089";"IWA1089";"7B";43694
"IWA1220";"IWA1220";"7B";52184
"IWA2893";"IWA2893";"7B";52184
"IWA2894";"IWA2894";"7B";52184
"IWA4977";"IWA4977";"7B";53224
"IWA2832";"IWA2832";"7B";53755
"IWA3958";"IWA3958";"7B";53755
"IWA3959";"IWA3959";"7B";53755
"IWA4967";"IWA4967";"7B";53755
"IWA5565";"IWA5565";"7B";53995
"IWA7396";"IWA7396";"7B";54108
"IWA1437";"IWA1437";"7B";55226
"IWA8177";"IWA8177";"7B";56048
"IWA3506";"IWA3506";"7B";56878
"IWA3507";"IWA3507";"7B";58172
"IWA3508";"IWA3508";"7B";58172
"IWA4549";"IWA4549";"7B";58172
"IWA3572";"IWA3572";"7B";58596
"IWA4516";"IWA4516";"7B";58631
"IWA7326";"IWA7326";"7B";58881
"IWA2267";"IWA2267";"7B";60014
"IWA276";"IWA276";"7B";60014
"IWA277";"IWA277";"7B";60014
"IWA418";"IWA418";"7B";63088
"IWA6143";"IWA6143";"7B";64444
"IWA6414";"IWA6414";"7B";64444
"IWA4873";"IWA4873";"7B";64587
"IWA3121";"IWA3121";"7B";66617
"IWA5210";"IWA5210";"7B";66617
"IWA5662";"IWA5662";"7B";66617
"IWA7831";"IWA7831";"7B";66617
"IWA8456";"IWA8456";"7B";66617
"IWA3129";"IWA3129";"7B";67473
"IWA3130";"IWA3130";"7B";67473
"IWA3663";"IWA3663";"7B";67473
"IWA4";"IWA4";"7B";67473
"IWA5663";"IWA5663";"7B";67473
"IWA6788";"IWA6788";"7B";67473
"IWA1543";"IWA1543";"7B";67505
"IWA8233";"IWA8233";"7B";67704
"IWA2353";"IWA2353";"7B";68835
"IWA3114";"IWA3114";"7B";68835
"IWA4728";"IWA4728";"7B";68835
"IWA6212";"IWA6212";"7B";68835
"IWA2272";"IWA2272";"7B";69391
"IWA2996";"IWA2996";"7B";69391
"IWA2997";"IWA2997";"7B";69391
"IWA8418";"IWA8418";"7B";69391
"IWA3063";"IWA3063";"7B";69566
"IWA3886";"IWA3886";"7B";69566
"IWA7033";"IWA7033";"7B";69566
"IWA2964";"IWA2964";"7B";69925
"IWA4188";"IWA4188";"7B";69925
"IWA8525";"IWA8525";"7B";69925
"IWA1881";"IWA1881";"7B";70144
"IWA1352";"IWA1352";"7B";71328
"IWA311";"IWA311";"7B";71328
"IWA3906";"IWA3906";"7B";71328
"IWA129";"IWA129";"7B";71662
"IWA36";"IWA36";"7B";71662
"IWA375";"IWA375";"7B";71662
"IWA5158";"IWA5158";"7B";71662
"IWA6411";"IWA6411";"7B";71662
"IWA814";"IWA814";"7B";71662
"IWA8300";"IWA8300";"7B";71662
"IWA8419";"IWA8419";"7B";71662
"IWA8446";"IWA8446";"7B";71662
"IWA8483";"IWA8483";"7B";71662
"IWA1261";"IWA1261";"7B";72743
"IWA220";"IWA220";"7B";72743
"IWA4520";"IWA4520";"7B";72743
"IWA4535";"IWA4535";"7B";72743
"IWA5103";"IWA5103";"7B";72743
"IWA660";"IWA660";"7B";72743
"IWA6667";"IWA6667";"7B";73386
"IWA354";"IWA354";"7B";73792
"IWA4005";"IWA4005";"7B";73792
"IWA6717";"IWA6717";"7B";73792
"IWA3163";"IWA3163";"7B";74023
"IWA449";"IWA449";"7B";75369
"IWA1361";"IWA1361";"7B";76013
"IWA117";"IWA117";"7B";76306
"IWA306";"IWA306";"7B";76310
"IWA3437";"IWA3437";"7B";76310
"IWA3986";"IWA3986";"7B";76310
"IWA636";"IWA636";"7B";76310
"IWA67";"IWA67";"7B";76310
"IWA6857";"IWA6857";"7B";76310
"IWA8469";"IWA8469";"7B";76310
"IWA3807";"IWA3807";"7B";76984
"IWA1419";"IWA1419";"7B";77128
"IWA1420";"IWA1420";"7B";77128
"IWA1964";"IWA1964";"7B";77128
"IWA3655";"IWA3655";"7B";77128
"IWA3810";"IWA3810";"7B";77128
"IWA4151";"IWA4151";"7B";77128
"IWA4191";"IWA4191";"7B";77128
"IWA4249";"IWA4249";"7B";77128
"IWA507";"IWA507";"7B";77128
"IWA5071";"IWA5071";"7B";77128
"IWA5171";"IWA5171";"7B";77128
"IWA832";"IWA832";"7B";77128
"IWA3691";"IWA3691";"7B";77131
"IWA8021";"IWA8021";"7B";77131
"IWA8022";"IWA8022";"7B";77131
"IWA4250";"IWA4250";"7B";77219
"IWA2027";"IWA2027";"7B";77593
"IWA3987";"IWA3987";"7B";77731
"IWA6401";"IWA6401";"7B";77731
"IWA8550";"IWA8550";"7B";78437
"IWA45";"IWA45";"7B";82126
"IWA594";"IWA594";"7B";83069
"IWA436";"IWA436";"7B";89128
"IWA437";"IWA437";"7B";89128
"IWA1346";"IWA1346";"7B";89637
"IWA1345";"IWA1345";"7B";89825
"IWA7207";"IWA7207";"7B";89825
"IWA4160";"IWA4160";"7B";90362
"IWA4701";"IWA4701";"7B";91021
"IWA6618";"IWA6618";"7B";91240
"IWA6619";"IWA6619";"7B";91240
"IWA1339";"IWA1339";"7B";98630
"IWA3423";"IWA3423";"7B";98630
"IWA3928";"IWA3928";"7B";98630
"IWA6588";"IWA6588";"7B";98630
"IWA1340";"IWA1340";"7B";98967
"IWA7329";"IWA7329";"7B";98967
"IWA2767";"IWA2767";"7B";101185
"IWA320";"IWA320";"7B";102584
"IWA394";"IWA394";"7B";102794
"IWA395";"IWA395";"7B";102794
"IWA4306";"IWA4306";"7B";120419
"IWA4305";"IWA4305";"7B";120813
"IWA7402";"IWA7402";"7B";120813
"IWA7403";"IWA7403";"7B";120813
"IWA4749";"IWA4749";"7B";133591
"IWA4750";"IWA4750";"7B";133591
"IWA4864";"IWA4864";"7B";133591
"IWA4803";"IWA4803";"7B";133741
"IWA4802";"IWA4802";"7B";134063
"IWA2191";"IWA2191";"7B";134381
"IWA7907";"IWA7907";"7B";135368
"IWA5000";"IWA5000";"7B";136171
"IWA5837";"IWA5837";"7B";136255
"IWA7717";"IWA7717";"7B";136255
"IWA5001";"IWA5001";"7B";140900
"IWA5881";"IWA5881";"7B";142687
"IWA2770";"IWA2770";"7B";150598
"IWA3675";"IWA3675";"7B";152766
"IWA8324";"IWA8324";"7B";157008
"IWA3916";"IWA3916";"7B";157023
"IWA4522";"IWA4522";"7B";157023
"IWA4888";"IWA4888";"7B";157023
"IWA7190";"IWA7190";"7B";157023
"IWA182";"IWA182";"7B";159375
"IWA3415";"IWA3415";"7B";160400
"IWA3416";"IWA3416";"7B";163161
"IWA8075";"IWA8075";"7D";26202
"IWA2545";"IWA2545";"7D";93649
"IWA1247";"IWA1247";"7D";97397
"IWA2521";"IWA2521";"7D";112401
"IWA2523";"IWA2523";"7D";112401
"IWA7827";"IWA7827";"7D";114049
"IWA7828";"IWA7828";"7D";114049
"IWA1323";"IWA1323";"7D";118889
"IWA6822";"IWA6822";"7D";119652
"IWA5661";"IWA5661";"7D";127012
"IWA2592";"IWA2592";"7D";128145
"IWA732";"IWA732";"7D";133184
"IWA5557";"IWA5557";"7D";134381
"IWA604";"IWA604";"7D";134399
"IWA1257";"IWA1257";"7D";135555
"IWA2208";"IWA2208";"7D";137320
"IWA2772";"IWA2772";"7D";137320
"IWA4563";"IWA4563";"7D";137320
"IWA1537";"IWA1537";"7D";139067
"IWA2273";"IWA2273";"7D";139280
"IWA304";"IWA304";"7D";147398
"IWA7450";"IWA7450";"7D";147398
"IWA1902";"IWA1902";"7D";149588
"IWA4368";"IWA4368";"7D";158311
"IWA431";"IWA431";"7D";191940
